cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,adinos,hdinos
S403,2,2003-10-28 21:00:12,H3,12,0,36.734,-122.019,2.22170112322543,2.58472656965346
S403,4,2003-10-29 01:46:45,67-55,12,0,36.628,-122.422,2.4229135973056,1.89390667773978
32203,1,2003-11-18 15:45:09,c1,11,0,36.797,-121.85,-0.337271555991842,0.127983280273005
32203,2,2003-11-18 18:49:45,Mooring2,11,0,36.684,-122.396,-1.24924217377347,2.19151531044406
32203,3,2003-11-18 21:55:54,Mooring1,11,0,36.747,-122.04,0.414329040463274,1.66190853350053
35203,1,2003-12-18 15:35:38,C1,11,0,36.795,-121.851,2.17085151190889,2.87428392885182
35203,2,2003-12-18 18:46:21,mooring2,11,0,36.685,-122.41,2.00102962853776,1.05351728896159
02104,1,2004-01-21 16:35:50,c1,11,0,36.797,-121.848,1.94541917140265,1.37319974969348
02104,2,2004-01-21 19:34:30,mooring2,11,0,36.699,-122.371,0.131735030131104,2.04621226397736
04904,1,2004-02-18 15:53:44,c1,11,0,36.795,-121.848,3.88692281478912,1.89368047655296
04904,2,2004-02-18 19:11:48,mooring2,11,0,36.687,-122.393,2.03867774859084,2.68861570203852
07004,1,2004-03-10 15:49:04,c1,11,0,36.797,-121.846,2.36613756564556,0.421953097730623
07004,3,2004-03-10 21:24:01,mooring1,11,0,36.75,-122.021,2.43061650089343,1.35622811765182
09104,1,2004-03-31 15:47:47,c1,11,0,36.796,-121.85,2.13696359078536,2.07653294079842
09104,2,2004-03-31 18:43:42,mooring1,11,0,36.747,-122.022,-0.928963189354483,0.0216342821251498
S304,1,2004-06-08 16:22:17,C1,12,0,36.794,-121.849,3.54410058799608,2.59463018362455
S304,3,2004-06-08 23:26:03,H3,12,0,36.735,-122.022,2.47199101760461,0.200651695281649
16704,1,2004-06-15 14:49:33,c1,11,0,36.798,-121.847,3.54410058799608,2.59463018362455
16704,2,2004-06-15 16:42:48,mooring1,11,0,36.748,-122.021,3.34239918882507,1.45184003116269
16704,3,2004-06-15 19:15:45,mooring0,11,0,36.835,-121.898,2.47199101760461,0.200651695281649
18904,1,2004-07-07 14:43:55,c1,11,0,36.797,-121.847,2.6609518150688,1.27272048575626
18904,3,2004-07-07 18:52:57,mooring2,11,0,36.701,-122.373,4.38260393050657,4.06065662566012
18904,4,2004-07-07 21:11:48,mooring1,11,0,36.763,-122.02,3.66056783581507,1.87122678062367
20904,1,2004-07-27 14:48:41,c1,11,0,36.796,-121.847,1.30541017450223,1.05608119558171
20904,3,2004-07-27 18:37:16,mooring2,11,0,36.695,-122.377,0.406720320000005,0.637695779532498
20904,4,2004-07-27 21:06:16,mooring1,11,0,36.763,-122.021,4.23886478917263,2.27495476704618
S404,1,2004-08-04 16:46:50,c1,9,0,36.794,-121.845,3.7534798327133,1.45726900093947
S404,2,2004-08-04 19:06:10,h3,12,0,36.734,-122.015,1.85007869055171,NA
23004,1,2004-08-17 14:44:04,c1,11,0,36.797,-121.847,4.68024016241015,2.96389536489738
23004,3,2004-08-17 18:38:39,mooring2,11,0,36.701,-122.386,1.30548390046611,-0.62750364517556
23004,4,2004-08-17 21:03:09,mooring1,11,0,36.747,-122.026,4.55307010307629,3.04218857352272
25204,1,2004-09-08 14:44:57,c1,11,0,36.796,-121.849,4.65650118616477,3.13478465990598
25204,3,2004-09-08 18:35:54,mooring2,11,0,36.704,-122.395,-0.0332786422757551,-0.221547325960017
25204,4,2004-09-08 21:16:56,mooring1,11,0,36.758,-122.037,6.15661075254185,3.13752306945673
27304,1,2004-09-29 13:36:32,c1,11,0,36.797,-121.848,5.72579898610269,1.85548891315091
27304,3,2004-09-29 17:09:33,mooring2,11,0,36.683,-122.386,3.92796985582016,0.485259169487157
27304,4,2004-09-29 19:28:45,mooring1,11,0,36.756,-122.025,5.30822597375851,3.40627294583308
S504,1,2004-10-24 17:13:17,c1,12,0,36.795,-121.847,5.59154922540664,2.73072223711658
S504,4,2004-10-25 01:58:50,67-55,12,0,36.624,-122.416,2.39559298821028,2.10799765693273
31404,1,2004-11-09 15:58:07,c1,11,0,36.797,-121.85,5.13567949468278,3.03422204655867
31404,2,2004-11-09 16:46:30,mooring0,7,0,36.834,-121.898,4.64031850279569,3.20314384363899
31404,3,2004-11-09 19:44:23,mooring2,11,0,36.704,-122.406,4.93915965738253,1.08978040212286
31404,4,2004-11-09 22:18:28,mooring1,11,0,36.769,-122.03,5.17176254666076,2.14784267145552
33504,1,2004-11-30 15:46:16,c1,11,0,36.796,-121.849,3.93449097949051,1.77854081990263
33504,3,2004-11-30 19:22:58,mooring2,11,0,36.693,-122.382,2.28780246638359,1.46714850871776
34804,1,2004-12-13 15:44:06,C1,11,0,36.797,-121.847,3.36975071085096,-0.162286015447888
34804,3,2004-12-13 19:23:09,Mooring2,11,0,36.707,-122.392,2.71877963431689,1.20683181346164
34804,4,2004-12-13 21:46:29,Mooring1,11,0,36.77,-122.034,2.14397287529158,0.820895508453724
01305,1,2005-01-13 16:38:20,C1,12,0,36.793,-121.845,4.11368065914128,2.67217076366496
01305,2,2005-01-13 17:38:04,Mooring0,7,0,36.833,-121.897,3.54740226279001,2.36876021167497
01305,5,2005-01-13 20:34:36,Mooring1,12,0,36.779,-122.011,2.25296576516342,NA
01305,5,2005-01-13 20:34:36,Mooring1,11,0,36.779,-122.011,0.403268029631216,2.7086382281804
04605,1,2005-02-15 15:39:10,c1,11,0,36.798,-121.848,3.82202938961794,2.67684961921104
04605,2,2005-02-15 16:29:20,mooring0,7,0,36.835,-121.899,3.86937446879502,2.99246288492258
04705,1,2005-02-16 16:27:37,Mooring1,11,0,36.766,-122.033,2.46441070220084,2.44671513349655
04705,2,2005-02-16 19:10:15,Mooring2,11,0,36.711,-122.399,3.05928493389046,2.29740278801783
06105,1,2005-03-02 15:43:26,c1,11,0,36.797,-121.849,3.58766325556497,0.978114822275737
06105,2,2005-03-02 16:35:24,mooring0,7,0,36.836,-121.899,2.32988240796098,1.64387025654788
06105,3,2005-03-02 19:24:41,mooring2,11,0,36.693,-122.38,2.05757316218604,1.273823347907
06105,4,2005-03-02 22:29:39,mooring1,11,0,36.767,-122.034,1.84219573814083,1.5415104018201
09505,2,2005-04-05 15:40:20,mooring0,8,0,36.836,-121.899,3.61683131289726,3.25305175756463
09505,3,2005-04-05 18:37:51,mooring2,12,0,36.691,-122.393,2.79810696950978,1.93762405687412
09505,4,2005-04-05 21:05:42,mooring1,12,0,36.751,-122.029,1.68563162220977,1.2525663777441
11805,1,2005-04-28 14:50:36,c1,11,0,36.797,-121.847,4.41506147586452,3.00795837920278
11805,2,2005-04-28 15:50:08,mooring0,8,0,36.837,-121.9,3.46245555960226,3.5077078159101
11805,3,2005-04-28 18:34:52,mooring2,11,0,36.711,-122.396,3.405687253751,4.63842851517387
11805,4,2005-04-28 21:29:17,mooring1,11,0,36.765,-122.036,3.08648321215906,6.52278804760471
13705,1,2005-05-17 14:41:48,c1,11,0,36.797,-121.849,4.58733211947805,2.48143797421588
13705,2,2005-05-17 15:29:55,mooring0,8,0,36.835,-121.898,4.109243962835,1.39925673537091
13705,3,2005-05-17 18:29:50,mooring2,11,0,36.688,-122.382,1.1695173751505,1.29712456551073
13705,4,2005-05-17 21:34:24,mooring1,11,0,36.76,-122.024,3.30048320319055,2.50682085332661
16005,1,2005-06-09 14:43:56,c1,11,0,36.797,-121.846,4.23837786210141,3.40666116132926
16005,2,2005-06-09 15:35:42,mooring0,8,0,36.834,-121.897,3.97544392102724,2.93371675363711
16005,3,2005-06-09 18:32:46,mooring2,11,0,36.686,-122.398,4.44936437885968,3.11020044333048
17905,1,2005-06-28 14:36:53,c1,11,0,36.797,-121.847,4.57750997518066,3.18952074987285
17905,2,2005-06-28 15:29:29,mooring0,8,0,36.836,-121.896,3.99667890211759,2.96893835100743
17905,3,2005-06-28 18:31:00,mooring2,11,0,36.701,-122.401,2.38656468710432,1.76366618925063
17905,4,2005-06-28 21:04:49,mooring1,11,0,36.759,-122.029,5.0466661365558,4.88633258397484
S305,1,2005-07-07 19:06:45,C1,11,0,36.797,-121.847,4.61203591285302,3.26147156696772
S305,2,2005-07-07 21:21:09,H3,11,0,36.735,-122.02,3.68670140889457,3.05388565613722
S305,5,2005-07-08 03:18:18,67-55,11,0,36.626,-122.419,1.22114815983468,1.46555045179908
20105,1,2005-07-20 14:41:07,c1,11,0,36.797,-121.847,3.83234186738043,2.27151807196212
20105,2,2005-07-20 15:36:19,mooring0,7,0,36.834,-121.898,3.23703427772065,1.71950127236413
20105,3,2005-07-20 18:29:01,mooring2,11,0,36.706,-122.405,4.92814019788575,3.4336132313401
20105,4,2005-07-20 21:00:30,mooring1,11,0,36.762,-122.032,5.24338622637393,4.13610326988958
22205,1,2005-08-10 14:38:53,c1,11,0,36.798,-121.847,3.8133578479749,3.79960179943721
22205,2,2005-08-10 15:28:53,mooring0,7,0,36.834,-121.898,3.60167115773696,3.39702278012586
22205,3,2005-08-10 18:29:07,mooring2,11,0,36.697,-122.405,1.77815349297131,1.50054092861555
22205,4,2005-08-10 20:59:08,mooring1,11,0,36.758,-122.035,3.7173535177538,2.81608902688326
24305,1,2005-08-31 14:46:40,c1,11,0,36.796,-121.847,3.80641312534826,2.70372419073119
24305,2,2005-08-31 15:38:41,mooring0,7,0,36.833,-121.898,5.77792635997456,3.70302135931975
24305,3,2005-08-31 18:35:39,mooring2,11,0,36.687,-122.389,2.61059002504477,1.90083671926347
24305,4,2005-08-31 21:10:07,mooring1,11,0,36.765,-122.026,3.46976449586067,3.0609038598885
26405,1,2005-09-21 14:44:01,c1,11,0,36.797,-121.847,4.35250421764539,4.18104016713875
26405,2,2005-09-21 15:34:28,mooring0,7,0,36.833,-121.898,3.79433292545125,3.07256816797071
26405,3,2005-09-21 18:18:45,mooring2,11,0,36.691,-122.379,3.47641619612585,1.07520137934507
26405,4,2005-09-21 21:01:01,mooring1,11,0,36.753,-122.03,3.26059633400327,1.59730318351972
28505,1,2005-10-12 14:51:33,C1,11,0,36.797,-121.847,4.80802446297266,4.19436544739284
28505,2,2005-10-12 15:35:42,mooring0,7,0,36.834,-121.898,4.44110434298927,3.50253267697936
28505,3,2005-10-12 18:24:44,mooring2,11,0,36.693,-122.388,5.27750161421396,3.60327110151603
28505,4,2005-10-12 21:26:08,mooring1,11,0,36.757,-122.027,4.18276732052216,3.62832405646395
S405,1,2005-10-25 16:49:09,C1,12,0,36.795,-121.846,5.6996735914119,4.55425498853394
S405,2,2005-10-25 18:45:55,H3,12,0,36.736,-122.02,5.88574927408676,3.80556348608694
S405,4,2005-10-25 23:37:50,67-55,12,0,36.627,-122.419,4.88718375528958,3.57767347028121
33305,1,2005-11-29 15:38:58,c1,11,0,36.797,-121.85,5.23420224909581,3.80546592973336
33305,2,2005-11-29 16:38:23,mooring0,7,0,36.835,-121.898,5.73115116514253,4.17296439655285
33305,3,2005-11-29 17:55:51,mooring1,11,0,36.765,-122.035,5.39022296187168,2.74056217887823
35505,1,2005-12-21 16:36:25,mooring1,11,0,36.758,-122.04,4.98859347488001,3.2946032906482
35505,2,2005-12-21 18:15:29,mooring0,7,0,36.835,-121.898,6.29136852869657,3.83413473694958
35505,3,2005-12-21 18:55:20,c1,11,0,36.796,-121.848,3.97296411362807,2.49588978045312
01006,1,2006-01-10 15:35:00,c1,11,0,36.796,-121.848,4.31783148124554,2.32643403271936
01006,2,2006-01-10 16:19:22,mooring0,7,0,36.834,-121.898,4.77303891873538,2.86688099779167
01006,3,2006-01-10 20:03:14,mooring2,11,0,36.681,-122.386,-0.265821433595939,-1.07502272323502
01006,4,2006-01-10 22:09:59,mooring1,11,0,36.747,-122.025,4.38086085541722,0.719285576769606
03306,1,2006-02-02 15:37:44,c1,11,0,36.798,-121.846,4.498911889668,3.74876099991776
03306,2,2006-02-02 16:32:37,mooring0,7,0,36.834,-121.897,4.39606224799928,3.84798569199834
03306,3,2006-02-02 19:28:14,mooring2,11,0,36.687,-122.386,3.26527173462046,2.77825203039398
03306,4,2006-02-02 22:33:40,mooring1,11,0,36.751,-122.025,2.92309872928168,2.1454955155012
07306,1,2006-03-14 15:40:34,c1,11,0,36.796,-121.847,1.3901992271971,0.918046389804454
07306,2,2006-03-14 16:49:45,mooring0,7,0,36.834,-121.896,0.822553953624166,0.904834559810995
07306,3,2006-03-14 19:51:24,mooring2,11,0,36.693,-122.391,0.559121951732681,0.873850345130066
07306,4,2006-03-14 22:24:30,mooring1,11,0,36.755,-122.024,1.18761931191932,0.497647370773178
08906,1,2006-03-30 23:48:03,mooring1,12,0,36.765,-122.029,1.11477431006532,1.19889252151456
10706,1,2006-04-17 14:46:43,c1,11,0,36.795,-121.849,1.92077137266296,2.04314250626644
10706,2,2006-04-17 15:33:13,mooring0,7,0,36.834,-121.897,2.1165637805368,2.42821495054926
10706,3,2006-04-17 18:34:13,mooring2,11,0,36.702,-122.413,-1.10873838496712,0.120362816270119
10706,4,2006-04-17 21:53:07,mooring1,11,0,36.747,-122.025,1.43012941182392,2.00308195963092
13006,1,2006-05-10 14:36:16,c1,11,0,36.797,-121.849,4.10535250192665,3.88695583269888
13006,2,2006-05-10 15:25:59,mooring0,7,0,36.834,-121.897,4.80559603329556,3.72597220765089
13006,3,2006-05-10 18:22:13,mooring2,11,0,36.698,-122.377,2.09472281106393,1.13679303816968
13006,4,2006-05-10 20:50:06,mooring1,11,0,36.75,-122.021,1.97657582808045,2.10385240726617
15806,1,2006-06-07 14:38:38,c1,11,0,36.796,-121.847,4.68274795357603,4.16682638910847
15806,2,2006-06-07 15:33:30,mooring0,7,0,36.834,-121.898,3.50790413074099,4.55968123481398
15806,3,2006-06-07 19:00:00,Mooring2,11,0,36.698,-122.377,2.2213706991643,3.34597870883702
15806,4,2006-06-07 20:55:08,mooring1,11,0,36.746,-122.026,4.37046541052854,3.85957953405109
S306,1,2006-06-28 13:10:43,C1,12,0,36.797,-121.847,3.67138717740133,4.27765443602542
S306,2,2006-06-28 15:22:20,H3,12,0,36.735,-122.019,4.05205002571053,4.50258020662552
S306,4,2006-06-28 19:53:17,67-55,12,0,36.627,-122.419,3.26637506091026,3.59876293388035
20006,1,2006-07-19 14:44:04,C1,11,0,36.796,-121.847,4.69056729324515,3.85802361074648
20006,2,2006-07-19 15:30:10,mooring0,7,0,36.834,-121.898,4.18588651480404,3.55431581462017
20006,3,2006-07-19 18:22:07,mooring2,11,0,36.714,-122.389,1.4153489100335,1.49176322090828
20006,4,2006-07-19 20:44:10,mooring1,11,0,36.755,-122.024,3.45918634494485,2.65351530752733
22906,2,2006-08-17 15:32:33,mooring0,7,0,36.833,-121.902,5.64545554424897,4.00453474597861
22906,3,2006-08-17 18:28:16,mooring2,11,0,36.694,-122.383,2.17923461284038,1.46835464749664
22906,4,2006-08-17 20:48:30,mooring1,11,0,36.76,-122.028,5.42502019123062,3.69612253456057
MB06-2,45,2006-09-12 04:10:00,H3,12,0,36.735,-122.02,2.75825346161864,3.4951814401319
MB06-2,50,2006-09-12 13:41:07,67-55,12,0,36.627,-122.418,3.32990404470384,3.02944558918105
MB06-2,64,2006-09-13 16:46:04,NPS2,12,0,36.544,-122.598,3.14076711581311,2.15074994691479
27006,1,2006-09-27 14:36:57,c1,11,0,36.797,-121.847,5.36076447721056,5.27065759266019
27006,2,2006-09-27 15:25:26,mooring0,7,0,36.832,-121.901,4.73463811767632,3.43293988204086
27006,3,2006-09-27 18:16:29,mooring2,11,0,36.69,-122.388,1.20417728341866,1.5314264237711
27006,4,2006-09-27 20:44:13,mooring1,11,0,36.764,-122.033,3.71718883537736,1.44340269037229
S406,1,2006-10-24 16:53:07,C1,12,0,36.796,-121.864,4.96835618989601,2.413817564923
S406,2,2006-10-24 18:50:45,H3,12,0,36.736,-122.022,3.38347296139702,1.4964857642281
S406,4,2006-10-24 23:44:31,67-55,12,0,36.626,-122.419,-1.43788664756953,1.18842160887257
31206,1,2006-11-08 15:39:34,c1,11,0,36.797,-121.847,5.61208747753039,3.61101466472035
31206,2,2006-11-08 16:29:00,mooring0,7,0,36.834,-121.897,6.55174512687748,4.4360958519948
31206,3,2006-11-08 18:11:46,mooring1,11,0,36.751,-122.018,4.35294848340115,3.06564697335996
33306,1,2006-11-29 15:38:03,c1,11,0,36.796,-121.847,5.45699961614318,3.12194126647504
33306,2,2006-11-29 16:30:56,mooring0,7,0,36.834,-121.897,6.83724055721112,3.64005970325682
33306,3,2006-11-29 19:28:07,mooring2,11,0,36.688,-122.396,4.21912204258255,2.49599288641098
33306,4,2006-11-29 21:57:00,Mooring1,11,0,36.759,-122.038,4.49161795409641,2.33655753882334
35506,1,2006-12-21 15:41:48,c1,11,0,36.796,-121.847,3.4688585223447,1.99733004971367
35506,2,2006-12-21 16:29:26,mooring0,7,0,36.833,-121.897,1.38642510257285,1.29115449181191
35506,3,2006-12-21 19:28:20,mooring2,11,0,36.694,-122.395,0.604171694151442,1.69579412485028
35506,4,2006-12-21 21:55:53,mooring1,11,0,36.761,-122.045,0.164084603190803,0.0430422479325023
00807,1,2007-01-08 15:46:02,c1,11,0,36.796,-121.846,2.07517231649284,2.11580637781105
00807,2,2007-01-08 16:34:25,mooring0,7,0,36.834,-121.898,-0.400593991284664,-0.423468195547883
00807,3,2007-01-08 19:35:18,mooring2,11,0,36.704,-122.388,-1.55674110343413,0.765449702440164
00807,4,2007-01-08 22:09:19,mooring1,11,0,36.765,-122.032,3.71638693052358,2.11486635759923
04607,1,2007-02-15 15:34:05,c1,11,0,36.796,-121.846,2.44747637950153,1.43527188868809
04607,2,2007-02-15 16:28:23,mooring0,7,0,36.834,-121.897,1.49551618731374,0.595256474058762
04607,3,2007-02-15 19:41:59,mooring2,11,0,36.692,-122.379,0.812855472830987,1.00099431462065
04607,4,2007-02-15 22:31:49,mooring1,11,0,36.754,-122.029,1.79918036613495,0.742106378061486
06707,1,2007-03-08 15:31:51,c1,11,0,36.796,-121.846,3.33233971532029,2.38491530540943
06707,2,2007-03-08 16:21:39,mooring0,7,0,36.833,-121.899,3.38559783901744,1.53709321556563
06707,3,2007-03-08 19:19:18,mooring2,11,0,36.692,-122.387,1.49739265917573,0.82829676320849
06707,4,2007-03-08 22:03:13,mooring1,11,0,36.751,-122.024,2.95887392382165,2.56351956656675
10807,1,2007-04-18 14:45:43,C1,11,0,36.796,-121.847,3.14636211965685,2.34595669849217
10807,2,2007-04-18 15:30:30,Mooring0,7,0,36.834,-121.897,3.30143733922159,2.08053294588154
10807,3,2007-04-18 16:55:01,Mooring1,11,0,36.765,-122.033,-0.854614898068818,0.68483271095586
S207,113,2007-04-27 11:41:39,C1,12,0,36.797,-121.844,5.11616675514209,3.09968882912091
S207,114,2007-04-27 13:54:50,67-50,12,0,36.785,-122.057,1.96181991487134,2.116884473593
S207,116,2007-04-27 19:18:52,67-55,12,0,36.62,-122.417,1.11991020269442,1.74411005415689
13007,1,2007-05-10 14:32:14,c1,11,0,36.797,-121.846,2.94602761135868,3.44670021195759
13007,2,2007-05-10 15:17:18,mooring0,7,0,36.834,-121.897,3.09944302409741,2.15832677204258
13007,3,2007-05-10 18:22:07,mooring2,11,0,36.682,-122.394,1.33912177546463,3.67161439197424
13007,4,2007-05-10 20:56:33,mooring1,11,0,36.765,-122.03,-0.293418494303718,0.396462035131225
S307,32,2007-06-08 11:24:16,67-55,12,0,36.628,-122.423,0.115172520112656,2.40238834563035
S307,34,2007-06-08 16:24:00,H3,12,0,36.735,-122.018,2.65618383025701,2.12559824132347
S307,35,2007-06-08 18:47:06,C1,12,0,36.797,-121.847,3.18209233128098,4.84344067410392
17007,1,2007-06-19 14:52:22,c1,11,0,36.796,-121.845,3.71205169200802,4.43171402716596
17007,2,2007-06-19 15:35:40,mooring0,7,0,36.833,-121.898,3.19077050460976,4.75920346749587
17007,3,2007-06-19 18:58:13,mooring2,11,0,36.702,-122.393,1.09782931555798,1.82615477676402
17007,4,2007-06-19 21:53:05,mooring1,11,0,36.763,-122.02,2.78796951654785,3.71307792024381
CN107,1,2007-07-09 16:24:29,C1,12,0,36.796,-121.846,2.02496925226943,3.9465260501706
CN107,3,2007-07-09 21:32:09,67-55,11,0,36.626,-122.419,3.08907674990129,3.31058998309385
21107,1,2007-07-30 14:38:28,c1,11,0,36.796,-121.846,3.44667590968251,4.81264592363015
21107,2,2007-07-30 15:25:55,mooring0,7,0,36.833,-121.898,3.25196767949435,4.61303724933572
21107,3,2007-07-30 18:40:08,mooring2,11,0,36.685,-122.39,1.96308888878809,1.14542462520945
21107,4,2007-07-30 21:22:36,mooring1,11,0,36.75,-122.023,3.24316866975723,3.53832928881457
23407,2,2007-08-22 15:23:45,mooring0,7,0,36.834,-121.897,4.71667197138637,4.72688426717278
23407,3,2007-08-22 18:26:00,mooring2,11,0,36.693,-122.383,2.75084011400028,2.36413502775286
23407,4,2007-08-22 21:21:58,mooring1,11,0,36.757,-122.029,3.76618872164925,3.53246380284101
25407,1,2007-09-11 14:36:52,c1,11,0,36.796,-121.846,1.59194642439695,2.58844778637901
25407,2,2007-09-11 15:20:16,mooring0,7,0,36.833,-121.9,3.30639134142479,3.66266373030335
25407,3,2007-09-11 18:24:29,mooring2,11,0,36.699,-122.408,1.17315435706461,2.33248325512224
25407,4,2007-09-11 21:12:17,mooring1,11,0,36.746,-122.024,2.30039760217963,2.9094923988799
S407,1,2007-11-06 12:13:45,C1,12,0,36.797,-121.85,6.16300608901864,3.40052178683269
S407,2,2007-11-06 14:32:21,H3,12,0,36.735,-122.021,1.99168106600401,0.910361991574464
S407,4,2007-11-06 19:43:29,67-55,12,0,36.627,-122.419,0.457304586643327,0.576598195649624
34407,1,2007-12-10 15:42:15,c1,11,0,36.796,-121.846,4.12941615080423,2.13757718620763
34407,2,2007-12-10 16:25:43,mooring0,7,0,36.834,-121.898,3.60582262938331,2.14746274124649
34407,3,2007-12-10 19:14:01,mooring2,11,0,36.699,-122.402,0.176011691397916,0.664254786219322
34407,4,2007-12-10 21:38:10,mooring1,11,0,36.753,-122.041,2.0002905092624,1.04237450973729
00308,1,2008-01-03 15:44:11,c1,11,0,36.794,-121.848,3.89290077540923,1.44841550964025
00308,2,2008-01-03 16:38:09,mooring0,7,0,36.835,-121.899,3.93412373516098,1.70764534568887
00308,3,2008-01-03 18:03:04,Mooring1,11,0,36.766,-122.034,2.75680379317432,1.52854104006574
S108,70,2008-01-26 19:31:32,c1,11,0,36.799,-121.844,1.03046370352826,2.18392812557052
S108,71,2008-01-26 21:00:14,Mooring0,8,0,36.835,-121.907,0.773132809681455,0.853535366635382
S108,72,2008-01-26 22:44:45,67-50,12,0,36.746,-122.025,-0.788282375674984,-0.673905494875824
S108,74,2008-01-27 04:50:33,67-55,12,0,36.622,-122.415,0.474788413884581,-0.0527870410507579
03808,1,2008-02-07 15:38:23,C1,11,0,36.796,-121.845,0.712481070564983,0.77590481486731
03808,2,2008-02-07 16:49:28,Mooring0,11,0,36.833,-121.898,-0.351205642160186,0.244207343791469
03808,3,2008-02-07 19:47:50,Mooring2,11,0,36.686,-122.395,-0.785275627449054,-0.420537122419
03808,4,2008-02-07 22:21:27,mooring1,11,0,36.75,-122.025,-0.792682473597629,0.461705545180782
05908,1,2008-02-28 17:13:52,c1,12,0,36.795,-121.849,1.06672525820543,1.58357369878717
05908,2,2008-02-28 19:14:56,mooring1,12,0,36.735,-122.021,-0.554525017921783,-0.151603426832564
08408,1,2008-03-24 14:47:24,c1,11,0,36.796,-121.847,1.44138179863465,4.65698285397782
08408,2,2008-03-24 15:42:56,mooring0,7,0,36.834,-121.897,1.25954080412768,3.297266991036
08408,3,2008-03-24 18:39:29,mooring2,11,0,36.686,-122.384,1.24038582960993,1.59092377867348
08408,4,2008-03-24 21:19:37,mooring1,11,0,36.762,-122.03,2.02605553277617,2.23922188091012
10708,1,2008-04-16 14:34:01,c1,11,0,36.796,-121.846,1.68707742705873,3.85378415165253
10708,2,2008-04-16 15:23:11,mooring0,7,0,36.834,-121.898,2.43728196867925,1.52327352210452
10708,3,2008-04-16 18:17:40,mooring2,11,0,36.692,-122.387,0.964941838756523,2.06596311440735
10708,4,2008-04-16 20:52:33,mooring1,11,0,36.752,-122.025,2.00333476555543,1.96776053819929
S208,170,2008-04-28 07:16:04,67-50,12,0,36.751,-122.131,0.447200605257813,1.8123563888337
S208,172,2008-04-28 23:52:20,67-55,12,0,36.617,-122.421,1.14356111608754,1.03992894801217
S208,173,2008-04-29 04:34:51,67-60,12,0,36.454,-122.772,0.00421112077146451,0.383119289641061
12708,1,2008-05-06 14:02:38,c1,11,0,36.797,-121.847,1.93069962475352,3.63478669223972
12708,2,2008-05-06 14:58:07,mooring0,7,0,36.835,-121.898,2.08687050348259,4.59952295032671
12708,3,2008-05-06 17:47:29,mooring2,11,0,36.695,-122.375,0.332994051886498,2.59899665236231
12708,4,2008-05-06 20:42:42,mooring1,11,0,36.752,-122.035,1.0529127934571,2.46145999608505
14808,1,2008-05-27 14:29:10,C1,11,0,36.797,-121.846,1.42175368217591,-1.93307882374015
14808,2,2008-05-27 15:21:41,mooring0,7,0,36.833,-121.905,1.93838735221294,1.98208708626726
14808,3,2008-05-27 18:12:28,mooring2,11,0,36.69,-122.406,-1.02325252889896,0.388179909427881
14808,4,2008-05-27 20:45:47,mooring1,11,0,36.756,-122.03,-0.375473389879532,0.584469502530748
S308,1,2008-06-23 17:27:52,C1,12,0,36.795,-121.848,1.67016568187181,3.69202201110518
S308,2,2008-06-23 19:29:45,H3,12,0,36.736,-122.022,1.75063725603557,3.12511497223645
S308,4,2008-06-24 01:58:12,67-55,12,0,36.629,-122.421,-0.220706523280792,0.699208771938541
19008,1,2008-07-08 14:35:11,c1,11,0,36.796,-121.847,1.57358127841604,3.27667873764075
19008,2,2008-07-08 15:38:17,mooring0,7,0,36.832,-121.895,2.90896788424221,4.40776915932828
19008,3,2008-07-08 18:36:45,mooring2,11,0,36.7,-122.381,0.674962333950625,1.11433930165847
21108,1,2008-07-29 14:30:42,c1,11,0,36.796,-121.846,2.36495463860392,3.22875082615149
21108,2,2008-07-29 15:20:57,mooring0,7,0,36.832,-121.897,0.128510182421699,0.655730319486805
21108,3,2008-07-29 18:14:14,mooring2,11,0,36.695,-122.383,1.60679121301317,1.51100777060602
21108,4,2008-07-29 20:34:25,mooring1,11,0,36.753,-122.033,1.45988073297811,1.73703767265899
23208,1,2008-08-19 14:31:49,c1,11,0,36.796,-121.847,1.32938956217579,3.44133747974387
23208,2,2008-08-19 15:26:23,mooring0,7,0,36.834,-121.899,2.3722095649794,3.35330374049585
23208,3,2008-08-19 18:21:50,mooring2,11,0,36.71,-122.394,-0.211347153214992,1.13664479618458
23208,4,2008-08-19 20:53:42,mooring1,11,0,36.753,-122.023,2.40367924063271,2.72079411800692
26208,1,2008-09-18 13:35:49,c1,11,0,36.797,-121.847,4.52852393050176,3.61331368912716
26208,2,2008-09-18 14:23:45,mooring0,7,0,36.835,-121.9,2.91552383131391,2.60246165944843
26208,3,2008-09-18 17:21:25,mooring2,11,0,36.706,-122.385,4.00062826650939,2.89557320687563
26208,4,2008-09-18 20:32:47,mooring1,11,0,36.75,-122.028,5.20311120933317,3.34612456791616
S408,1,2008-10-14 16:55:13,c1,12,0,36.798,-121.854,4.60489518817966,3.61637203884693
S408,2,2008-10-14 18:50:09,H3,12,0,36.736,-122.019,0.393941633846847,0.964451364596908
S408,4,2008-10-14 23:58:54,67-55,12,0,36.626,-122.419,3.1963545542078,1.80354952588935
30308,1,2008-10-29 14:37:02,c1,11,0,36.797,-121.847,1.71492953949645,2.74331843399907
30308,2,2008-10-29 15:42:07,mooring0,7,0,36.832,-121.898,1.97417296623982,1.93260444809581
30308,3,2008-10-29 18:31:45,mooring2,11,0,36.708,-122.39,1.07998249333557,1.07375317888452
