cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,biomass
27006,3,2006-09-27 18:16:29,mooring2,11,0,36.69,-122.388,4.00550815724518
27006,4,2006-09-27 20:44:13,mooring1,11,0,36.764,-122.033,4.10331130720301
S406,1,2006-10-24 16:53:07,C1,12,0,36.796,-121.864,5.06520730162472
S406,2,2006-10-24 18:50:45,H3,12,0,36.736,-122.022,4.06242779817236
S406,4,2006-10-24 23:44:31,67-55,12,0,36.626,-122.419,3.84523053271577
31206,1,2006-11-08 15:39:34,c1,11,0,36.797,-121.847,5.66848690005777
31206,2,2006-11-08 16:29:00,mooring0,7,0,36.834,-121.897,6.58400543166579
31206,3,2006-11-08 18:11:46,mooring1,11,0,36.751,-122.018,4.66834843862982
33306,1,2006-11-29 15:38:03,c1,11,0,36.796,-121.847,5.54658073674799
33306,2,2006-11-29 16:30:56,mooring0,7,0,36.834,-121.897,6.85867353730812
33306,3,2006-11-29 19:28:07,mooring2,11,0,36.688,-122.396,4.70295842921909
33306,4,2006-11-29 21:57:00,Mooring1,11,0,36.759,-122.038,5.00333173458483
35506,1,2006-12-21 15:41:48,c1,11,0,36.796,-121.847,3.80774725675337
35506,2,2006-12-21 16:29:26,mooring0,7,0,36.833,-121.897,2.18840849631177
35506,3,2006-12-21 19:28:20,mooring2,11,0,36.694,-122.395,3.02282940759836
35506,4,2006-12-21 21:55:53,mooring1,11,0,36.761,-122.045,3.01921644896111
00807,1,2007-01-08 15:46:02,c1,11,0,36.796,-121.846,2.97885393236234
00807,2,2007-01-08 16:34:25,mooring0,7,0,36.834,-121.898,1.2013638038421
00807,3,2007-01-08 19:35:18,mooring2,11,0,36.704,-122.388,1.49256111601886
00807,4,2007-01-08 22:09:19,mooring1,11,0,36.765,-122.032,3.8486654400211
04607,1,2007-02-15 15:34:05,c1,11,0,36.796,-121.846,3.21481418757552
04607,2,2007-02-15 16:28:23,mooring0,7,0,36.834,-121.897,2.81606311603697
04607,3,2007-02-15 19:41:59,mooring2,11,0,36.692,-122.379,2.72270883641432
04607,4,2007-02-15 22:31:49,mooring1,11,0,36.754,-122.029,3.54568818330793
06707,1,2007-03-08 15:31:51,c1,11,0,36.796,-121.846,4.39380211822901
06707,2,2007-03-08 16:21:39,mooring0,7,0,36.833,-121.899,4.24890524370148
06707,3,2007-03-08 19:19:18,mooring2,11,0,36.692,-122.387,3.59204997325604
06707,4,2007-03-08 22:03:13,mooring1,11,0,36.751,-122.024,5.51056746709127
10807,1,2007-04-18 14:45:43,C1,11,0,36.796,-121.847,4.15033471242628
10807,2,2007-04-18 15:30:30,Mooring0,7,0,36.834,-121.897,4.08545772432644
10807,3,2007-04-18 16:55:01,Mooring1,11,0,36.765,-122.033,2.19368922422235
S207,113,2007-04-27 11:41:39,C1,12,0,36.797,-121.844,6.01227248753499
S207,114,2007-04-27 13:54:50,67-50,12,0,36.785,-122.057,3.53512713243154
S207,116,2007-04-27 19:18:52,67-55,12,0,36.62,-122.417,2.95359895086866
13007,1,2007-05-10 14:32:14,c1,11,0,36.797,-121.846,4.59287328809875
13007,2,2007-05-10 15:17:18,mooring0,7,0,36.834,-121.897,4.85248674565348
13007,3,2007-05-10 18:22:07,mooring2,11,0,36.682,-122.394,5.65048101437538
13007,4,2007-05-10 20:56:33,mooring1,11,0,36.765,-122.03,3.63570420575086
S307,32,2007-06-08 11:24:16,67-55,12,0,36.628,-122.423,3.21426247973696
S307,34,2007-06-08 16:24:00,H3,12,0,36.735,-122.018,4.50373974855698
S307,35,2007-06-08 18:47:06,C1,12,0,36.797,-121.847,4.94608176840167
17007,1,2007-06-19 14:52:22,c1,11,0,36.796,-121.845,5.4495863955477
17007,2,2007-06-19 15:35:40,mooring0,7,0,36.833,-121.898,5.22790635604856
17007,3,2007-06-19 18:58:13,mooring2,11,0,36.702,-122.393,4.24704732289158
17007,4,2007-06-19 21:53:05,mooring1,11,0,36.763,-122.02,5.04430747591313
CN107,1,2007-07-09 16:24:29,C1,12,0,36.796,-121.846,6.11383013348832
CN107,3,2007-07-09 21:32:09,67-55,11,0,36.626,-122.419,5.95532921446921
21107,1,2007-07-30 14:38:28,c1,11,0,36.796,-121.846,6.75775901610207
21107,2,2007-07-30 15:25:55,mooring0,7,0,36.833,-121.898,6.61370018858994
21107,3,2007-07-30 18:40:08,mooring2,11,0,36.685,-122.39,4.19076150812269
21107,4,2007-07-30 21:22:36,mooring1,11,0,36.75,-122.023,6.09959027853026
23407,2,2007-08-22 15:23:45,mooring0,7,0,36.834,-121.897,5.2422809518551
23407,3,2007-08-22 18:26:00,mooring2,11,0,36.693,-122.383,4.02542109904062
23407,4,2007-08-22 21:21:58,mooring1,11,0,36.757,-122.029,5.21017744936004
25407,1,2007-09-11 14:36:52,c1,11,0,36.796,-121.846,4.97804319505796
25407,2,2007-09-11 15:20:16,mooring0,7,0,36.833,-121.9,4.93060504856729
25407,3,2007-09-11 18:24:29,mooring2,11,0,36.699,-122.408,4.23797683129793
25407,4,2007-09-11 21:12:17,mooring1,11,0,36.746,-122.024,4.61951088485779
S407,1,2007-11-06 12:13:45,C1,12,0,36.797,-121.85,6.19841315743279
S407,2,2007-11-06 14:32:21,H3,12,0,36.735,-122.021,3.22894373296731
S407,4,2007-11-06 19:43:29,67-55,12,0,36.627,-122.419,2.38214423761597
34407,1,2007-12-10 15:42:15,c1,11,0,36.796,-121.846,4.50811988905776
34407,2,2007-12-10 16:25:43,mooring0,7,0,36.834,-121.898,4.17838846979299
34407,3,2007-12-10 19:14:01,mooring2,11,0,36.699,-122.402,3.09885458630337
34407,4,2007-12-10 21:38:10,mooring1,11,0,36.753,-122.041,3.18528652788422
00308,1,2008-01-03 15:44:11,c1,11,0,36.794,-121.848,4.42245581205158
00308,2,2008-01-03 16:38:09,mooring0,7,0,36.835,-121.899,4.42307652722341
00308,3,2008-01-03 18:03:04,Mooring1,11,0,36.766,-122.034,3.3090206142564
S108,70,2008-01-26 19:31:32,c1,11,0,36.799,-121.844,3.3414780561913
S108,71,2008-01-26 21:00:14,Mooring0,8,0,36.835,-121.907,2.62198005374424
S108,72,2008-01-26 22:44:45,67-50,12,0,36.746,-122.025,1.62040653653186
S108,74,2008-01-27 04:50:33,67-55,12,0,36.622,-122.415,2.91652579530981
03808,1,2008-02-07 15:38:23,C1,11,0,36.796,-121.845,2.58400955236023
03808,2,2008-02-07 16:49:28,Mooring0,11,0,36.833,-121.898,2.2301641738888
03808,3,2008-02-07 19:47:50,Mooring2,11,0,36.686,-122.395,2.73619596664251
03808,4,2008-02-07 22:21:27,mooring1,11,0,36.75,-122.025,1.83435956199426
05908,1,2008-02-28 17:13:52,c1,12,0,36.795,-121.849,3.44715655823804
05908,2,2008-02-28 19:14:56,mooring1,12,0,36.735,-122.021,2.88934345159264
08408,1,2008-03-24 14:47:24,c1,11,0,36.796,-121.847,5.44103402639957
08408,2,2008-03-24 15:42:56,mooring0,7,0,36.834,-121.897,5.41757497226919
08408,3,2008-03-24 18:39:29,mooring2,11,0,36.686,-122.384,4.36131509894555
08408,4,2008-03-24 21:19:37,mooring1,11,0,36.762,-122.03,5.4560834529097
10708,1,2008-04-16 14:34:01,c1,11,0,36.796,-121.846,5.0567396770042
10708,2,2008-04-16 15:23:11,mooring0,7,0,36.834,-121.898,5.67989195530303
10708,3,2008-04-16 18:17:40,mooring2,11,0,36.692,-122.387,4.65327175122292
10708,4,2008-04-16 20:52:33,mooring1,11,0,36.752,-122.025,5.20056913711457
S208,170,2008-04-28 07:16:04,67-50,12,0,36.751,-122.131,4.91138093489929
S208,172,2008-04-28 23:52:20,67-55,12,0,36.617,-122.421,3.23011170528595
S208,173,2008-04-29 04:34:51,67-60,12,0,36.454,-122.772,2.6360190759362
12708,1,2008-05-06 14:02:38,c1,11,0,36.797,-121.847,5.75674607347498
12708,2,2008-05-06 14:58:07,mooring0,7,0,36.835,-121.898,4.44961473159357
12708,3,2008-05-06 17:47:29,mooring2,11,0,36.695,-122.375,3.22289461868772
12708,4,2008-05-06 20:42:42,mooring1,11,0,36.752,-122.035,6.36143506463786
14808,1,2008-05-27 14:29:10,C1,11,0,36.797,-121.846,4.48753809268934
14808,2,2008-05-27 15:21:41,mooring0,7,0,36.833,-121.905,5.51129204973155
14808,3,2008-05-27 18:12:28,mooring2,11,0,36.69,-122.406,3.12445946948379
14808,4,2008-05-27 20:45:47,mooring1,11,0,36.756,-122.03,2.59342168471403
S308,1,2008-06-23 17:27:52,C1,12,0,36.795,-121.848,5.66937423256564
S308,2,2008-06-23 19:29:45,H3,12,0,36.736,-122.022,5.69784893933408
S308,4,2008-06-24 01:58:12,67-55,12,0,36.629,-122.421,3.03506802816667
19008,1,2008-07-08 14:35:11,c1,11,0,36.796,-121.847,4.97344683611284
19008,2,2008-07-08 15:38:17,mooring0,7,0,36.832,-121.895,5.54360612857783
19008,3,2008-07-08 18:36:45,mooring2,11,0,36.7,-122.381,3.7118223905719
21108,1,2008-07-29 14:30:42,c1,11,0,36.796,-121.846,4.72523296771421
21108,2,2008-07-29 15:20:57,mooring0,7,0,36.832,-121.897,3.81829488151319
21108,3,2008-07-29 18:14:14,mooring2,11,0,36.695,-122.383,4.85636876089159
21108,4,2008-07-29 20:34:25,mooring1,11,0,36.753,-122.033,4.73266457124863
23208,1,2008-08-19 14:31:49,c1,11,0,36.796,-121.847,3.67542198217483
23208,2,2008-08-19 15:26:23,mooring0,7,0,36.834,-121.899,4.73886781229503
23208,3,2008-08-19 18:21:50,mooring2,11,0,36.71,-122.394,2.76219981897779
23208,4,2008-08-19 20:53:42,mooring1,11,0,36.753,-122.023,4.31125558495038
26208,1,2008-09-18 13:35:49,c1,11,0,36.797,-121.847,5.30861586945555
26208,2,2008-09-18 14:23:45,mooring0,7,0,36.835,-121.9,4.71103832478349
26208,3,2008-09-18 17:21:25,mooring2,11,0,36.706,-122.385,5.25207746643903
26208,4,2008-09-18 20:32:47,mooring1,11,0,36.75,-122.028,5.71139245185524
S408,1,2008-10-14 16:55:13,c1,12,0,36.798,-121.854,5.22233141825432
S408,2,2008-10-14 18:50:09,H3,12,0,36.736,-122.019,2.93646628150701
S408,4,2008-10-14 23:58:54,67-55,12,0,36.626,-122.419,6.45266853848062
30308,1,2008-10-29 14:37:02,c1,11,0,36.797,-121.847,3.73724524253443
30308,2,2008-10-29 15:42:07,mooring0,7,0,36.832,-121.898,3.60413006236022
30308,3,2008-10-29 18:31:45,mooring2,11,0,36.708,-122.39,3.54683172882634
30308,4,2008-10-29 20:57:33,mooring1,11,0,36.752,-122.028,4.03176245494716
33808,1,2008-12-03 15:28:01,c1,11,0,36.797,-121.845,3.46139107142502
33808,2,2008-12-03 16:30:33,mooring0,8,0,36.832,-121.9,2.89247765005903
33808,3,2008-12-03 19:17:33,mooring2,11,0,36.692,-122.396,2.40451061581319
33808,4,2008-12-03 22:09:46,mooring1,11,0,36.748,-122.035,3.1425948164574
00709,1,2009-01-07 15:31:20,c1,11,0,36.797,-121.847,4.9493098242432
00709,2,2009-01-07 16:22:12,mooring0,7,0,36.832,-121.899,4.39030271822223
00709,3,2009-01-07 19:19:01,mooring2,11,0,36.691,-122.393,2.7854007342777
00709,4,2009-01-07 21:44:59,mooring1,11,0,36.752,-122.045,3.2752618671727
S109,8,2009-01-23 17:04:20,67-55,12,0,36.627,-122.419,3.39955076005793
S109,9,2009-01-23 20:07:41,H3,12,0,36.735,-122.02,3.39918799753471
S109,10,2009-01-23 22:51:22,C1,12,0,36.795,-121.846,4.06228961486753
05509,1,2009-02-24 15:34:02,C1,11,0,36.797,-121.846,2.5493160219612
05509,2,2009-02-24 16:32:58,Mooring0,8,0,36.832,-121.903,2.651888937002
05509,3,2009-02-24 19:31:09,Mooring2,11,0,36.707,-122.391,3.9904012640592
05509,4,2009-02-24 21:56:10,Mooring1,11,0,36.744,-122.035,2.59821985878477
08409,1,2009-03-25 14:42:10,c1,11,0,36.798,-121.846,4.4031930497259
08409,2,2009-03-25 15:44:15,mooring0,7,0,36.835,-121.898,4.61568148818028
08409,3,2009-03-25 19:26:10,mooring1,11,0,36.746,-122.023,4.1885922080401
12609,1,2009-05-06 14:49:36,C1,11,0,36.797,-121.847,3.95027779068478
12609,2,2009-05-06 15:39:47,mooring0,8,0,36.833,-121.898,3.87739447922568
12609,3,2009-05-06 18:33:51,mooring2,11,0,36.686,-122.392,4.29534939730793
12609,4,2009-05-06 21:07:02,mooring1,11,0,36.757,-122.018,3.94000244462736
14809,1,2009-05-28 14:31:12,C1,11,0,36.797,-121.847,5.35425597200192
14809,2,2009-05-28 15:26:34,mooring0,7,0,36.833,-121.9,4.07888633035937
14809,3,2009-05-28 18:17:28,mooring2,11,0,36.707,-122.396,3.31576526607343
14809,4,2009-05-28 20:40:18,mooring1,11,0,36.755,-122.031,4.1515936265828
17409,1,2009-06-23 14:35:04,c1,11,0,36.797,-121.847,4.94945196998476
17409,2,2009-06-23 15:26:55,mooring0,7,0,36.833,-121.901,5.63669831613143
17409,3,2009-06-23 18:22:12,mooring2,11,0,36.691,-122.381,3.24334156294401
17409,4,2009-06-23 20:46:10,mooring1,11,0,36.746,-122.024,4.17364102229137
S209,75,2009-07-31 02:36:47,c1,12,0,36.797,-121.847,5.39264164232685
S209,76,2009-07-31 04:27:51,67-50,21,0,36.734,-122.012,3.00791841993949
S209,78,2009-07-31 09:46:15,67-55,22,0,36.622,-122.414,3.82160040592
23009,1,2009-08-18 14:31:25,c1,11,0,36.797,-121.847,5.01480565935532
23009,2,2009-08-18 15:22:54,mooring0,8,0,36.834,-121.901,5.14950612650736
23009,3,2009-08-18 18:16:44,mooring2,11,0,36.693,-122.399,4.89720834689504
23009,4,2009-08-18 20:44:19,mooring1,11,0,36.753,-122.033,5.15244237273936
25209,1,2009-09-09 14:35:10,c1,11,0,36.798,-121.847,5.55369269210186
25209,2,2009-09-09 15:27:29,mooring0,7,0,36.833,-121.897,5.36383006926661
25209,3,2009-09-09 18:23:26,mooring2,11,0,36.703,-122.379,5.45073790625996
25209,4,2009-09-09 21:07:10,mooring1,11,0,36.753,-122.032,4.13476065037351
29509,1,2009-10-22 15:27:11,c1,11,0,36.797,-121.847,3.01320478627974
29509,2,2009-10-22 16:16:26,mooring0,7,0,36.834,-121.906,3.81544119944986
29509,3,2009-10-22 19:09:01,mooring2,11,0,36.693,-122.398,3.96738628119368
29509,4,2009-10-22 21:41:45,mooring1,11,0,36.757,-122.021,3.27560573802595
31409,1,2009-11-10 15:47:07,c1,11,0,36.797,-121.847,4.19813530142532
31409,2,2009-11-10 16:40:57,mooring0,8,0,36.831,-121.904,4.04704266004119
31409,3,2009-11-10 19:31:26,mooring2,11,0,36.704,-122.392,3.76743212145932
34909,1,2009-12-15 15:31:45,c1,11,0,36.796,-121.847,0.447111083063282
34909,2,2009-12-15 16:21:10,Mooring0,8,0,36.833,-121.907,3.74731983338495
34909,3,2009-12-15 19:04:44,Mooring2,11,0,36.709,-122.401,3.28883313779862
34909,4,2009-12-15 21:38:30,Mooring1,11,0,36.763,-122.032,4.15637660100561
02110,1,2010-01-21 17:40:29,c1,11,0,36.796,-121.845,2.72715611516184
02110,2,2010-01-21 18:41:14,Mooring0,7,0,36.837,-121.907,2.84439855569452
02110,3,2010-01-21 20:08:37,Mooring1,11,0,36.764,-122.043,2.9226572062319
04710,1,2010-02-16 15:32:55,c1,11,0,36.797,-121.847,4.15264846973359
04710,2,2010-02-16 16:31:03,mooring0,8,0,36.835,-121.909,3.63949607152525
04710,7,2010-02-16 20:35:18,Mooring1,11,0,36.758,-122.025,3.67997321101141
06710,1,2010-03-08 15:33:35,c1,11,0,36.797,-121.847,3.93538882602404
06710,2,2010-03-08 16:36:28,mooring0,8,0,36.837,-121.902,4.09251357031236
06710,3,2010-03-08 19:50:11,mooring2,11,0,36.689,-122.378,3.9928521852898
06710,4,2010-03-08 23:05:33,mooring1,11,0,36.739,-122.025,4.39958487020609
09010,1,2010-04-01 14:38:44,c1,11,0,36.797,-121.847,4.40220084733543
09010,2,2010-04-01 15:33:55,mooring0,7,0,36.836,-121.907,5.3093108956549
09010,3,2010-04-01 18:25:53,mooring2,11,0,36.699,-122.404,3.90375322485897
09010,4,2010-04-01 20:57:59,mooring1,11,0,36.756,-122.029,3.74661206279469
S210,100,2010-04-18 18:40:27,67-50,12,0,36.792,-122.06,2.140024868526
S210,102,2010-04-19 00:33:08,67-55,12,0,36.626,-122.418,3.75745798310622
11710,1,2010-04-27 14:35:45,c1,11,0,36.797,-121.847,3.92625059161036
11710,2,2010-04-27 15:26:57,mooring0,7,0,36.836,-121.897,4.40846484477325
11710,3,2010-04-27 17:46:41,mooring1,11,0,36.768,-122.029,4.62978294173145
13810,1,2010-05-18 14:34:48,c1,11,0,36.797,-121.847,5.53402458740491
13810,2,2010-05-18 15:31:49,mooring0,11,0,36.838,-121.906,2.69786719651594
13810,3,2010-05-18 18:18:11,mooring2,11,0,36.687,-122.382,5.0606931876904
13810,4,2010-05-18 20:41:02,mooring1,11,0,36.747,-122.041,3.15068378976903
16110,1,2010-06-10 14:39:10,c1,11,0,36.797,-121.847,5.01008386208557
16110,2,2010-06-10 15:47:10,mooring0,8,0,36.838,-121.897,5.48325188990288
16110,3,2010-06-10 18:16:10,mooring1,11,0,36.742,-122.018,3.8137349982937
S310,36,2010-07-17 20:26:00,67-55,12,0,36.627,-122.419,3.96373818281055
S310,38,2010-07-18 03:13:00,c1,12,0,36.796,-121.847,5.78734265645017
S310,39,2010-07-18 05:12:00,H3,12,0,36.725,-122.008,4.63951053837666
21410,1,2010-08-02 14:54:43,c1,11,0,36.797,-121.846,5.27630995008953
21410,2,2010-08-02 15:57:20,mooring0,7,0,36.835,-121.897,5.14893317975597
21410,3,2010-08-02 18:57:18,mooring2,11,0,36.702,-122.4,3.72606783906351
21410,4,2010-08-02 21:36:13,mooring1,11,0,36.742,-122.024,4.92995366013056
23810,1,2010-08-26 14:37:33,c1,11,0,36.797,-121.847,5.93524126501367
23810,2,2010-08-26 15:37:02,Mooring0,7,0,36.837,-121.899,6.00575149587979
23810,3,2010-08-26 18:26:58,Mooring2,11,0,36.686,-122.394,3.43283505714726
23810,4,2010-08-26 21:05:16,Mooring1,11,0,36.748,-122.026,5.7399541757029
S410,1,2010-09-09 19:18:09,c1,12,0,36.7968,-121.8467,4.67097526719971
S410,2,2010-09-09 21:50:58,H3,11,0,36.737,-122.021,2.79886349718509
S410,3,2010-09-10 02:29:18,67-55,12,0,36.626,-122.419,4.13064327008835
30110,1,2010-10-28 16:24:00,c1,11,0,36.798,-121.848,5.10136370269
30110,2,2010-10-28 17:54:00,mooring0,8,0,36.832,-121.902,4.4888176229677
30110,3,2010-10-28 19:09:00,mooring1,11,0,36.752,-122.035,3.86005179709833
S510,2,2010-11-04 14:23:00,C1,12,0,36.796,-121.849,4.69597113264642
S510,3,2010-11-04 16:32:00,H3,12,0,36.735,-122.023,3.94871138030229
S510,5,2010-11-04 21:04:00,67-55,12,0,36.625,-122.417,3.94207601562591
01211,1,2011-01-12 15:34:41,c1,11,0,36.797,-121.847,3.89011091958792
01211,2,2011-01-12 16:26:52,Mooring0,8,0,36.836,-121.903,3.62946153362801
01211,3,2011-01-12 19:08:42,Mooring2,11,0,36.708,-122.398,3.72592265397424
01211,4,2011-01-12 21:32:36,Mooring1,11,0,36.753,-122.031,3.54435173720437
06611,1,2011-03-07 15:47:04,c1,11,0,36.797,-121.849,3.41039759626496
06611,2,2011-03-07 16:54:48,mooring0,7,0,36.833,-121.9,3.54835368634842
08811,1,2011-03-29 14:28:53,c1,11,0,36.798,-121.846,4.15419790628815
08811,2,2011-03-29 15:26:50,Mooring0,7,0,36.831,-121.898,4.09214880330695
08811,3,2011-03-29 18:17:17,Mooring1,12,0,36.756,-122.02,4.33737970419539
S211,10,2011-04-03 22:17:00,67-50,12,0,36.784,-122.055,3.68886550401663
S211,11,2011-04-04 05:22:00,67-55,12,0,36.62,-122.412,2.88671781258362
10811,1,2011-04-18 15:17:00,c1,11,0,36.797,-121.846,5.1172941545396
10811,2,2011-04-18 16:42:00,Mooring0,11,0,36.835,-121.899,6.55103348394591
10811,3,2011-04-18 18:51:00,shb,11,0,36.972,-122.156,5.43618153102046
10811,4,2011-04-18 20:08:00,tpt,11,0,36.943,-122.078,4.93227207917377
10811,6,2011-04-18 22:50:00,mooring1,11,0,36.741,-122.025,4.63602356737606
13911,1,2011-05-19 14:44:53,C1,11,0,36.797,-121.848,2.67143483242299
13911,3,2011-05-19 18:52:46,Mooring2,12,0,36.703,-122.382,2.51188404863923
16711,1,2011-06-16 18:07:44,blw,11,0,36.899,-122.245,1.91536816936747
16711,2,2011-06-16 19:19:28,blf,11,0,36.899,-122.171,5.11241942410409
16711,3,2011-06-16 21:09:44,ble,11,0,36.9,-121.899,4.22592233736141
17111,1,2011-06-20 15:39:54,c1,12,0,36.797,-121.846,5.29090705286828
17111,2,2011-06-20 16:57:54,mooring0,12,0,36.837,-121.897,3.82200658691146
17111,3,2011-06-20 19:29:04,mooring1,11,0,36.765,-122.021,3.94564797619219
17111,5,2011-06-20 21:18:56,blw,12,0,36.901,-122.149,4.92702722473437
17211,2,2011-06-21 17:16:00,shb,12,0,36.97,-122.155,4.36615632741297
17211,3,2011-06-21 19:47:00,blw,12,0,36.901,-122.299,6.09312459873633
19411,1,2011-07-13 15:31:04,C1,12,0,36.796,-121.845,5.14632545656617
19411,2,2011-07-13 17:05:04,Mooring1,12,0,36.754,-122.015,6.05308620348494
19411,3,2011-07-13 19:13:12,shb,5,0,36.971,-122.157,2.73234702806271
19411,4,2011-07-13 19:45:02,tpt,5,0,36.943,-122.079,4.79248456620285
19411,5,2011-07-13 20:52:54,Mooring0,12,0,36.834,-121.899,5.84505339100075
21511,1,2011-08-03 15:36:00,c1,12,0,36.797,-121.846,4.60789442188555
21511,2,2011-08-03 17:12:00,Mooring1,7,0,36.7532,-122.022,2.96834828119809
21511,6,2011-08-03 22:07:00,Mooring0,12,0,36.834,-121.899,5.10536862270543
25511,1,2011-09-12 15:31:00,c1,12,0,36.796,-121.846,4.51525292919821
25511,4,2011-09-12 19:04:00,mooring1,12,0,36.748,-122.031,4.17267469658644
25511,7,2011-09-12 22:06:00,m0,12,0,36.834,-121.899,4.65272028635804
26411,1,2011-09-21 20:27:00,m0,11,0,36.839,-121.901,4.64142448444987
26411,2,2011-09-21 21:33:00,drifter.1,10,0,36.842,-121.903,5.32481182800403
CANON11,2,2011-09-29 21:18:53,H3,12,0,36.735,-122.02,4.11566585602176
CANON11,4,2011-09-30 02:26:44,67-55,12,0,36.626,-122.419,3.69716354607663
29311,1,2011-10-20 14:40:44,C1,11,0,36.797,-121.847,4.8179439564923
29311,2,2011-10-20 16:11:35,Mooring1,12,0,36.749,-122.018,4.06780843974443
29311,5,2011-10-20 21:34:04,Mooring0,7,0,36.834,-121.898,5.45671641071101
31311,1,2011-11-09 15:36:25,C1,12,0,36.798,-121.848,5.18218316144815
31311,2,2011-11-09 16:26:31,Mooring0,6,0,36.836,-121.903,5.89383325335165
31311,3,2011-11-09 19:15:20,Mooring2,12,0,36.797,-122.414,1.74490473091311
31311,4,2011-11-09 21:41:56,mooring1,12,0,36.754,-122.037,3.70549086744801
34711,1,2011-12-13 16:29:20,c1,12,0,36.797,-121.847,3.26296214328115
34711,3,2011-12-13 19:21:16,mooring1,12,0,36.757,-122.038,2.83632614133078
34711,4,2011-12-13 21:08:52,mooring2,12,0,36.693,-122.388,3.96769828886262
06512,1,2012-03-05 16:34:46,c1,12,0,36.797,-121.848,5.27010771968694
06512,4,2012-03-05 19:36:24,mooring2,12,0,36.742,-122.322,3.66463655538712
11512,1,2012-04-24 15:16:14,C1,12,0,36.797,-121.848,4.62185876377882
11512,2,2012-04-24 16:41:42,Mooring1,9,0,36.758,-122.026,2.74304790733646
11512,4,2012-04-24 19:39:34,Mooring2,12,0,36.758,-122.336,5.22303507053049
13712,1,2012-05-16 15:39:18,c1,12,0,36.796,-121.848,4.33963823168453
13712,3,2012-05-16 18:20:32,mooring1,12,0,36.753,-122.02,3.98363156235864
15612,1,2012-06-04 15:29:12,c1,12,0,36.798,-121.846,4.03917449971259
15612,4,2012-06-04 17:23:04,mooring2,12,0,36.756,-122.329,2.67711692937677
15612,3,2012-06-04 20:02:24,mooring1,12,0,36.755,-122.022,2.95770382137505
17212,1,2012-06-20 15:22:48,c1,12,0,36.797,-121.847,2.7908192811504
17212,3,2012-06-20 17:46:28,mooring1,12,0,36.755,-122.027,3.33251253415952
17212,4,2012-06-20 19:23:22,mooring2,12,0,36.747,-122.33,3.36656280276697
19912,1,2012-07-17 15:17:46,c1,12,0,36.797,-121.847,4.10465987596586
19912,3,2012-07-17 18:56:38,mooring1,12,0,36.758,-122.026,3.6060278948911
19912,4,2012-07-17 20:17:40,mooring2,12,0,36.751,-122.341,4.41245795664479
22112,1,2012-08-08 15:50:16,C1,12,0,36.797,-121.848,3.99477922205018
22112,3,2012-08-08 19:16:22,mooring1,12,0,36.736,-122.022,3.69089132893588
23512,1,2012-08-22 15:10:22,C1,12,0,36.799,-121.847,5.02925944294569
23512,2,2012-08-22 21:07:50,Mooring1,12,0,36.748,-122.024,4.67567550781186
C0912,1,2012-09-11 03:22:25,C1,12,0,36.796,-121.846,3.7314105952107
C0912,2,2012-09-11 05:03:40,H3,12,0,36.735,-122.019,4.43013269585059
C0912,40,2012-09-18 05:20:22,67-55,12,0,36.626,-122.418,3.75643564406803
28512,1,2012-10-11 15:39:36,C1,12,0,36.796,-121.847,4.64164064951573
28512,3,2012-10-11 19:39:14,mooring1,12,0,36.756,-122.024,6.06247299928009
28512,4,2012-10-11 21:02:30,mooring2,12,0,36.754,-122.332,3.28705015344029
30712,1,2012-11-01 23:37:22,Mooring2,12,0,36.752,-122.339,3.60217845622446
30712,2,2012-11-02 16:08:13,C1,12,0,36.797,-121.846,3.68318544899123
30712,3,2012-11-02 17:56:31,Mooring1,12,0,36.749,-122.025,2.48347921482062
33412,1,2012-11-29 16:27:42,C1,12,0,36.797,-121.847,3.65726555961614
33412,2,2012-11-29 20:33:36,Mooring1,12,0,36.758,-122.018,2.9162614315008
34812,1,2012-12-13 16:15:10,C1,12,0,36.796,-121.851,4.0785145257278
34812,2,2012-12-13 18:27:02,Mooring1,12,0,36.752,-122.037,3.71181486519305
34812,3,2012-12-13 20:57:35,Mooring2,12,0,36.683,-122.411,3.86416464699288
00713,1,2013-01-07 16:30:35,C1,11,0,36.796,-121.848,2.97029799724907
00713,2,2013-01-07 18:02:36,Mooring1,12,0,36.748,-122.022,1.67742529191668
00713,3,2013-01-07 21:04:06,Mooring2,12,0,36.685,-122.394,2.14021238809905
07213,1,2013-03-13 17:58:44,c1,12,0,36.798,-121.847,3.54582996492383
07213,3,2013-03-13 19:40:46,mooring1,12,0,36.752,-122.022,2.85050214536432
07213,4,2013-03-13 21:09:34,mooring2,12,0,36.751,-122.333,2.99687636882733
10013,1,2013-04-10 14:37:02,C1,12,0,36.797,-121.848,5.48744383813415
10013,2,2013-04-10 16:13:33,mooring1,12,0,36.75,-122.015,3.20055334880752
10013,3,2013-04-10 19:17:25,mooring2,12,0,36.685,-122.398,3.42956566969756
14213,1,2013-05-22 15:47:06,C1,12,0,36.798,-121.848,6.66108758190423
14213,3,2013-05-22 19:35:46,mooring1,12,0,36.745,-122.019,6.45612366988827
17113,1,2013-06-20 14:39:24,c1,12,0,36.796,-121.848,4.82306880666952
17113,3,2013-06-20 18:09:43,mooring2,12,0,36.699,-122.359,3.69891567236778
17113,2,2013-06-20 20:54:51,mooring1,12,0,36.743,-122.016,5.16827605934108
19613,1,2013-07-15 14:49:38,C1,12,0,36.796,-121.846,4.37683422742929
