cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,biomass
21599,1,1999-08-03 15:48:09,c1,11,0,36.798,-121.849,5.56670767251703
21599,2,1999-08-03 19:00:04,MOORING2,11,0,36.677,-122.391,4.93908340826615
21599,3,1999-08-03 21:42:31,mooring1,11,0,36.737,-122.012,4.18781451955217
23799,2,1999-08-25 17:49:42,c1,12,0,36.797,-121.848,5.08667780239912
23799,3,1999-08-25 19:34:37,mooring1,12,0,36.739,-122.025,5.88278942754832
25699,1,1999-09-13 15:33:22,C1,12,0,36.796,-121.85,5.8632645714752
25699,2,1999-09-13 19:04:01,Mooring2,12,0,36.686,-122.414,3.70220628115298
25699,3,1999-09-13 21:33:10,Mooring1,12,0,36.746,-122.016,2.87919019883697
27899,1,1999-10-05 14:42:37,c1,12,0,36.795,-121.85,4.10799378630158
27899,2,1999-10-05 17:49:10,mooring2,12,0,36.674,-122.393,5.12386779025342
27899,3,1999-10-05 20:25:33,MOORING1,12,0,36.755,-122.018,4.5855569375586
29999,1,1999-10-26 14:50:19,c1,12,0,36.796,-121.845,4.8469450828373
29999,2,1999-10-26 18:44:24,mooring2,12,0,36.678,-122.39,2.66573639994712
29999,3,1999-10-26 21:16:17,Mooring1,12,0,36.752,-122.021,3.94332740943363
S599,110,1999-11-16 18:27:33,c1,12,0,36.797,-121.847,3.76953401302986
S599,117,1999-11-16 23:06:12,H3,12,0,36.731,-122.018,3.56400646906006
S599,119,1999-11-17 04:56:01,67-55,12,0,36.62,-122.414,3.01273903527363
34099,1,1999-12-06 17:16:18,c1,12,0,36.8,-121.857,4.01139440005158
34099,2,1999-12-06 20:38:55,mooring2,12,0,36.691,-122.406,4.0478625871335
34099,3,1999-12-06 23:25:45,mooring1,12,0,36.749,-122.034,3.75676235314265
01100,1,2000-01-11 17:16:49,c1,12,0,36.797,-121.847,3.6057362678369
01100,2,2000-01-11 20:03:09,mooring2,12,0,36.697,-122.377,2.59294996352271
01100,3,2000-01-11 22:41:27,mooring1,12,0,36.746,-122.024,3.23820469289936
S100,1,2000-02-01 17:43:14,c1,12,0,36.797,-121.847,3.95228423474898
S100,2,2000-02-01 21:38:02,mooring1,12,0,36.736,-122.024,2.55785564105896
S100,4,2000-02-02 03:07:53,67-55,12,0,36.62,-122.416,3.50152091298667
06800,1,2000-03-08 18:37:07,c1,11,0,36.8,-121.847,3.65721506192291
06800,2,2000-03-08 20:11:55,mooring1,11,0,36.755,-122.016,6.74402370982812
08800,1,2000-03-28 15:51:10,c1,11,0,36.796,-121.847,4.78348382178611
08800,2,2000-03-28 20:46:19,mooring1,11,0,36.74,-122.012,7.38595920495133
10300,1,2000-04-12 15:08:01,c1,11,0,36.797,-121.848,5.03987403865231
10300,2,2000-04-12 18:18:48,mooring2,11,0,36.689,-122.399,1.94818883658806
10300,3,2000-04-12 20:57:36,mooring1,11,0,36.739,-122.01,4.93431704312626
S200,24,2000-04-26 08:02:17,c1,11,0,36.796,-121.85,3.36066329708074
S200,25,2000-04-26 19:47:57,67-50,11,0,36.741,-122.005,3.90586198526027
S200,29,2000-04-27 04:01:21,Mooring2,11,0,36.71,-122.39,3.10816806034574
13000,1,2000-05-09 14:53:22,c1,11,0,36.796,-121.849,6.0392449516417
13000,2,2000-05-09 18:02:27,mooring2,11,0,36.684,-122.396,3.9595706837459
13000,3,2000-05-09 20:41:26,mooring1,11,0,36.743,-122.011,6.40974180464909
17200,1,2000-06-20 14:53:51,c1,11,0,36.798,-121.847,3.99169195095362
17200,2,2000-06-20 18:01:25,mooring2,11,0,36.703,-122.387,3.22633978012107
17200,3,2000-06-20 20:32:44,mooring1,11,0,36.754,-122.028,4.31702452609626
19300,1,2000-07-11 15:12:38,c1,11,0,36.798,-121.848,3.25740037267769
19300,2,2000-07-11 18:23:25,mooring2,11,0,36.696,-122.369,0.8294051651519
19300,3,2000-07-11 21:15:00,mooring1,11,0,36.757,-122.02,0.68814921149454
01701,2,2001-01-17 19:55:54,mooring2,12,0,36.694,-122.385,2.7617695302861
01701,3,2001-01-17 22:04:12,mooring1,12,0,36.743,-122.029,2.22204964727839
S101,1,2001-02-06 17:28:11,C1,12,0,36.797,-121.849,5.41955080272033
S101,2,2001-02-06 19:45:01,H3,12,0,36.733,-122.026,3.35181450687448
S101,4,2001-02-07 02:24:22,67-55,12,0,36.616,-122.406,1.69702195875068
05801,1,2001-02-27 15:50:36,c1,12,0,36.797,-121.847,4.39566858370605
05801,2,2001-02-27 18:56:58,mooring2,12,0,36.7,-122.378,2.90186199159902
05801,3,2001-02-27 21:26:56,mooring1,12,0,36.762,-122.028,2.51052363176529
09501,1,2001-04-05 08:55:41,c1,11,0,36.8,-121.85,6.03827356915832
09501,2,2001-04-05 18:59:27,mooring2,11,0,36.685,-122.37,4.91174486149545
09501,3,2001-04-05 21:20:25,mooring1,11,0,36.749,-122.009,4.38581721633311
11501,1,2001-04-25 08:04:31,c1,11,0,36.8,-121.85,4.60071072736674
11501,2,2001-04-25 18:16:03,mooring2,11,0,36.677,-122.379,3.66921667753819
13501,1,2001-05-15 15:03:00,c1,11,0,36.797,-121.849,4.78566308013054
13501,2,2001-05-15 18:22:57,mooring2,11,0,36.699,-122.394,5.35738884403648
13501,3,2001-05-15 21:12:14,mooring1,11,0,36.75,-122.006,5.56058024126038
15501,1,2001-06-04 14:47:53,c1,12,0,36.797,-121.85,4.96152606903231
15501,2,2001-06-04 18:04:25,mooring2,12,0,36.69,-122.369,3.8463216110822
15501,3,2001-06-04 20:44:54,mooring1,12,0,36.742,-122.01,3.76376097343146
17801,1,2001-06-27 14:34:46,C1,11,0,36.798,-121.847,6.4425512969795
17801,2,2001-06-27 18:03:18,Mooring2,11,0,36.712,-122.386,2.99707676931436
17801,3,2001-06-27 20:47:43,Mooring1,11,0,36.748,-122.011,3.31359171902888
20001,1,2001-07-19 14:47:35,c1,11,0,36.797,-121.849,5.85482470540045
20001,2,2001-07-19 18:00:00,mooring2,11,0,36.687,-122.493,4.14854468518687
20001,3,2001-07-19 20:51:12,mooring1,11,0,36.748,-122.006,6.67930108362739
S401,1,2001-08-06 06:16:36,C1,11,0,36.796,-121.85,7.04296606838015
S401,2,2001-08-06 19:20:16,67-50,11,0,36.786,-122.057,6.48712229149135
S401,4,2001-08-07 00:43:28,67-55,11,0,36.62,-122.415,4.81934609593162
24801,1,2001-09-05 14:53:00,c1,11,0,36.797,-121.847,7.08857245643138
24801,2,2001-09-05 18:12:01,mooring2,11,0,36.694,-122.397,4.52602370491682
24801,3,2001-09-05 20:49:20,mooring1,11,0,36.751,-122.008,5.93576474515279
26901,1,2001-09-26 14:49:34,c1,12,0,36.796,-121.848,5.0237934315278
26901,2,2001-09-26 18:25:38,mooring2,12,0,36.703,-122.393,3.745369800402
26901,3,2001-09-26 21:03:18,mooring1,12,0,36.75,-122.007,4.63748458613821
28901,1,2001-10-16 14:45:00,c1,12,0,36.797,-121.847,5.53123821592432
28901,2,2001-10-16 17:56:13,mooring2,12,0,36.705,-122.393,3.06501912849024
28901,3,2001-10-16 20:41:58,mooring1,12,0,36.751,-122.012,3.27546959488238
31201,1,2001-11-08 15:45:46,c1,11,0,36.797,-121.85,3.70996287848631
31201,2,2001-11-08 18:54:13,mooring2,11,0,36.706,-122.403,2.70067460144875
31201,3,2001-11-08 21:28:07,mooring1,11,0,36.751,-122.02,4.65867467737665
33101,1,2001-11-27 15:40:57,c1,11,0,36.797,-121.849,4.43948323183054
33101,2,2001-11-27 18:48:40,mooring2,11,0,36.705,-122.382,3.4023760201282
33101,3,2001-11-27 21:21:58,mooring1,11,0,36.743,-122.016,3.13231839573774
35201,1,2001-12-18 15:45:38,c1,11,0,36.796,-121.85,6.52717171244541
35201,2,2001-12-18 19:04:30,mooring2,11,0,36.692,-122.384,3.1947677873805
35201,4,2001-12-18 22:15:48,mooring1,11,0,36.748,-122.003,4.25213116691328
00202,1,2002-01-02 15:44:00,c1,11,0,36.796,-121.85,2.44083624252229
00202,2,2002-01-02 19:39:00,mooring1,11,0,36.751,-122.003,3.22239243434268
S102,1,2002-01-28 17:58:43,c1,12,0,36.795,-121.844,4.30190944714346
S102,2,2002-01-28 20:43:55,H3,12,0,36.738,-122.022,1.50512418203869
S102,4,2002-01-29 01:31:39,67-55,12,0,36.62,-122.416,2.64100614372859
05302,1,2002-02-22 15:39:38,c1,11,0,36.796,-121.848,2.68155008763255
05302,2,2002-02-22 18:47:31,mooring2,11,0,36.698,-122.392,3.18342421730395
05302,4,2002-02-22 21:43:47,mooring1,11,0,36.749,-122.031,5.52564838616623
07002,1,2002-03-11 15:44:02,c1,11,0,36.797,-121.847,4.16239761888809
07002,2,2002-03-11 18:53:59,mooring2,11,0,36.688,-122.392,3.12614942821946
07002,3,2002-03-11 21:35:59,mooring1,11,0,36.735,-121.999,5.93648037084072
09402,1,2002-04-04 15:45:37,c1,11,0,36.797,-121.846,5.0695847190438
09402,3,2002-04-04 21:24:16,mooring1,11,0,36.754,-122.009,4.17211451992415
11302,1,2002-04-23 15:10:44,c1,11,0,36.798,-121.847,5.63209127309171
11302,2,2002-04-23 18:18:50,mooring2,11,0,36.697,-122.387,4.38509022458637
11302,3,2002-04-23 21:11:56,mooring1,11,0,36.756,-122.02,5.544854990153
13302,1,2002-05-13 14:54:05,c1,11,0,36.797,-121.847,5.91305119007147
13302,2,2002-05-13 18:13:38,mooring2,11,0,36.68,-122.389,2.93159441880559
13302,3,2002-05-13 21:19:21,mooring1,11,0,36.74,-122.002,3.59645551012091
15402,1,2002-06-03 14:44:25,C1,11,0,36.796,-121.853,6.01028654178034
15402,2,2002-06-03 17:55:28,mooring2,11,0,36.701,-122.388,1.98404895848044
15402,3,2002-06-03 20:53:46,mooring1,11,0,36.735,-122.001,3.93688777880775
16502,1,2002-06-14 14:47:03,c1,11,0,36.797,-121.851,4.55222365206865
16502,2,2002-06-14 17:53:23,mooring2,11,0,36.701,-122.392,4.11054607275065
16502,3,2002-06-14 20:38:26,mooring1,11,0,36.739,-122.001,4.47422054349106
22002,1,2002-08-08 14:48:40,c1,11,0,36.794,-121.847,4.08471117646986
22002,2,2002-08-08 17:51:34,mooring2,11,0,36.704,-122.388,6.26394057265779
22002,3,2002-08-08 20:26:33,mooring1,11,0,36.742,-122.003,7.32901484862061
23802,1,2002-08-26 14:56:48,c1,11,0,36.798,-121.848,8.92889785826137
23802,2,2002-08-26 18:37:54,mooring2,11,0,36.689,-122.381,3.25663400750647
23802,3,2002-08-26 21:22:34,mooring1,11,0,36.734,-122.004,6.15931381917967
26002,1,2002-09-17 14:46:15,c1,11,0,36.792,-121.842,9.75884622975497
26002,2,2002-09-17 18:08:07,mooring2,11,0,36.702,-122.398,1.10808924016822
26002,3,2002-09-17 21:02:21,mooring1,11,0,36.74,-121.998,6.74794054045018
28102,1,2002-10-08 14:55:39,esp2,3,0,36.81,-121.876,6.37031942951378
28102,2,2002-10-08 15:23:50,c1,11,0,36.797,-121.849,5.81309132039007
28102,3,2002-10-08 18:23:12,mooring2,11,0,36.681,-122.386,5.97125102850753
28102,4,2002-10-08 21:06:21,mooring1,11,0,36.746,-122.009,4.63553121975392
30102,1,2002-10-28 15:43:46,C1,11,0,36.797,-121.853,3.0276717833504
30102,2,2002-10-28 18:52:42,mooring2,11,0,36.678,-122.396,3.74792937792046
30102,3,2002-10-28 21:37:15,mooring1,11,0,36.741,-122.025,3.09259538330183
33002,1,2002-11-26 22:02:46,mooring1,11,0,36.755,-122.013,3.00791081317447
33002,2,2002-11-26 23:34:51,c1,11,0,36.795,-121.851,2.67353563398474
00603,1,2003-01-06 15:57:34,C1,11,0,36.797,-121.849,2.81214693852863
00603,2,2003-01-06 19:27:26,mooring2,11,0,36.695,-122.399,2.4537921589235
00603,4,2003-01-06 22:28:38,mooring1,11,0,36.749,-122.027,2.42521600313927
02703,1,2003-01-27 15:44:35,C1,11,0,36.796,-121.847,4.30072432987419
02703,3,2003-01-27 18:59:29,mooring2,11,0,36.685,-122.373,1.84380860289711
02703,5,2003-01-27 21:44:34,mooring1,11,0,36.742,-122.007,2.64559817726998
GOCSB,2,2003-02-19 23:20:17,mooring1,12,0,36.755,-122,2.22321163632209
GOCSB,4,2003-02-20 06:29:42,mooring2,11,0,36.697,-122.377,2.26227307258155
06503,1,2003-03-06 15:40:13,c1,11,0,36.798,-121.847,3.8495533400652
06503,2,2003-03-06 18:55:03,mooring2,11,0,36.701,-122.397,3.16818588526764
06503,3,2003-03-06 21:31:56,mooring1,11,0,36.742,-122.006,3.31848105861774
08603,2,2003-03-27 16:19:40,c1,11,0,36.798,-121.851,4.80125492747395
08603,4,2003-03-27 20:31:04,mooring1,11,0,36.734,-122.012,4.24154423971007
10403,1,2003-04-14 14:43:40,C1,11,0,36.795,-121.847,4.68106054303541
10403,2,2003-04-14 17:51:48,mooring2,11,0,36.703,-122.391,5.05481739074529
10403,3,2003-04-14 21:54:11,mooring1,11,0,36.738,-122.017,5.21706266262034
11903,1,2003-04-29 14:40:42,C1,11,0,36.797,-121.854,3.59741806321033
11903,3,2003-04-29 21:05:07,Mooring1,11,0,36.746,-122.003,3.63183893920599
13203,1,2003-05-12 14:40:55,c1,11,0,36.795,-121.851,3.38977233027634
13203,2,2003-05-12 17:44:51,mooring2,11,0,36.684,-122.381,5.10628687622224
GOCNB,26,2003-05-30 09:20:21,mooring2,11,0,36.696,-122.377,4.53428136833053
GOCNB,27,2003-05-30 12:36:56,mooring1,11,0,36.755,-122.001,3.09292427253451
GOCNB,28,2003-05-30 14:51:28,C1,11,0,36.797,-121.847,5.16462612686294
17503,1,2003-06-24 14:48:15,c1,11,0,36.797,-121.852,-0.323824754274261
17503,2,2003-06-24 18:09:18,mooring2,11,0,36.686,-122.376,2.168004693211
17503,3,2003-06-24 20:54:57,mooring1,11,0,36.744,-122.001,5.22607822627046
S303,1,2003-07-08 02:42:31,c1,11,0,36.797,-121.847,3.94023900359909
S303,2,2003-07-08 04:54:19,H3,11,0,36.735,-122.02,4.52996465943414
S303,3,2003-07-08 08:00:59,67-55,11,0,36.626,-122.419,3.40438718881369
ASN1,1,2003-08-02 16:40:17,c1,11,0,36.802,-121.849,4.88253792562103
ASN1,2,2003-08-02 17:41:37,M02,8,0,36.824,-121.951,4.14760976195907
ASN2,1,2003-08-21 16:36:40,C1,11,0,36.797,-121.856,5.03656112319824
ASN2,2,2003-08-21 17:37:54,M02,8,0,36.823,-121.953,5.26068058551171
ASN2,3,2003-08-21 18:35:32,MOORING1,11,0,36.782,-122.051,3.94374862347638
28103,1,2003-10-08 14:37:32,C1,11,0,36.797,-121.848,4.87725743635132
28103,2,2003-10-08 17:43:07,Mooring2,11,0,36.696,-122.375,4.46636222243041
S403,1,2003-10-28 19:40:27,C1,11,0,36.794,-121.848,4.86863255501033
S403,2,2003-10-28 21:00:12,H3,12,0,36.734,-122.019,4.43033016855324
S403,4,2003-10-29 01:46:45,67-55,12,0,36.628,-122.422,4.01691239412309
32203,1,2003-11-18 15:45:09,c1,11,0,36.797,-121.85,1.25723865195053
32203,2,2003-11-18 18:49:45,Mooring2,11,0,36.684,-122.396,2.02934884207932
32203,3,2003-11-18 21:55:54,Mooring1,11,0,36.747,-122.04,4.52730100782033
35203,1,2003-12-18 15:35:38,C1,11,0,36.795,-121.851,3.61452515547049
35203,2,2003-12-18 18:46:21,mooring2,11,0,36.685,-122.41,2.47730046261526
02104,1,2004-01-21 16:35:50,c1,11,0,36.797,-121.848,3.48305871156243
02104,2,2004-01-21 19:34:30,mooring2,11,0,36.699,-122.371,1.65881019285527
04904,1,2004-02-18 15:53:44,c1,11,0,36.795,-121.848,4.80393017175197
04904,2,2004-02-18 19:11:48,mooring2,11,0,36.687,-122.393,4.23714670458932
07004,1,2004-03-10 15:49:04,c1,11,0,36.797,-121.846,4.73219532376507
07004,3,2004-03-10 21:24:01,mooring1,11,0,36.75,-122.021,4.31998399622817
09104,1,2004-03-31 15:47:47,c1,11,0,36.796,-121.85,4.81889525835083
09104,2,2004-03-31 18:43:42,mooring1,11,0,36.747,-122.022,4.89716148039197
S304,1,2004-06-08 16:22:17,C1,12,0,36.794,-121.849,4.97407465846422
S304,3,2004-06-08 23:26:03,H3,12,0,36.735,-122.022,3.37826114573886
16704,1,2004-06-15 14:49:33,c1,11,0,36.798,-121.847,5.03383921539558
16704,2,2004-06-15 16:42:48,mooring1,11,0,36.748,-122.021,4.92511384661021
16704,3,2004-06-15 19:15:45,mooring0,11,0,36.835,-121.898,3.41232105028789
18904,1,2004-07-07 14:43:55,c1,11,0,36.797,-121.847,5.41819449251045
18904,3,2004-07-07 18:52:57,mooring2,11,0,36.701,-122.373,4.92733575425321
18904,4,2004-07-07 21:11:48,mooring1,11,0,36.763,-122.02,4.64107623864199
20904,1,2004-07-27 14:48:41,c1,11,0,36.796,-121.847,3.52206336385513
20904,3,2004-07-27 18:37:16,mooring2,11,0,36.695,-122.377,2.94425522544265
20904,4,2004-07-27 21:06:16,mooring1,11,0,36.763,-122.021,4.95974781910726
S404,1,2004-08-04 16:46:50,c1,9,0,36.794,-121.845,4.02026269229182
S404,2,2004-08-04 19:06:10,h3,12,0,36.734,-122.015,3.08157335351311
23004,1,2004-08-17 14:44:04,c1,11,0,36.797,-121.847,5.71001913950201
23004,3,2004-08-17 18:38:39,mooring2,11,0,36.701,-122.386,3.41249930695073
23004,4,2004-08-17 21:03:09,mooring1,11,0,36.747,-122.026,5.48116762105672
25204,1,2004-09-08 14:44:57,c1,11,0,36.796,-121.849,4.9395686094588
25204,3,2004-09-08 18:35:54,mooring2,11,0,36.704,-122.395,3.5764849523216
25204,4,2004-09-08 21:16:56,mooring1,11,0,36.758,-122.037,6.24392792259619
27304,1,2004-09-29 13:36:32,c1,11,0,36.797,-121.848,5.83402199626378
27304,3,2004-09-29 17:09:33,mooring2,11,0,36.683,-122.386,4.26396572603938
27304,4,2004-09-29 19:28:45,mooring1,11,0,36.756,-122.025,5.40344456498952
S504,1,2004-10-24 17:13:17,c1,12,0,36.795,-121.847,5.612387638879
S504,4,2004-10-25 01:58:50,67-55,12,0,36.624,-122.416,4.04198515587945
31404,1,2004-11-09 15:58:07,c1,11,0,36.797,-121.85,5.26266085686849
31404,2,2004-11-09 16:46:30,mooring0,7,0,36.834,-121.898,4.7774928870849
31404,3,2004-11-09 19:44:23,mooring2,11,0,36.704,-122.406,5.09588863052667
31404,4,2004-11-09 22:18:28,mooring1,11,0,36.769,-122.03,5.70086592565898
33504,1,2004-11-30 15:46:16,c1,11,0,36.796,-121.849,4.18203318066529
33504,3,2004-11-30 19:22:58,mooring2,11,0,36.693,-122.382,3.19445980502253
34804,1,2004-12-13 15:44:06,C1,11,0,36.797,-121.847,3.83485647758107
34804,3,2004-12-13 19:23:09,Mooring2,11,0,36.707,-122.392,4.01237872596609
34804,4,2004-12-13 21:46:29,Mooring1,11,0,36.77,-122.034,3.30702299326916
01305,1,2005-01-13 16:38:20,C1,12,0,36.793,-121.845,4.27626938755076
01305,2,2005-01-13 17:38:04,Mooring0,7,0,36.833,-121.897,3.89805695254538
01305,5,2005-01-13 20:34:36,Mooring1,12,0,36.779,-122.011,2.25296576516342
01305,5,2005-01-13 20:34:36,Mooring1,11,0,36.779,-122.011,3.22824186624563
04605,1,2005-02-15 15:39:10,c1,11,0,36.798,-121.848,4.62115209224397
04605,2,2005-02-15 16:29:20,mooring0,7,0,36.835,-121.899,4.60780758499175
04705,1,2005-02-16 16:27:37,Mooring1,11,0,36.766,-122.033,3.79574854879401
04705,2,2005-02-16 19:10:15,Mooring2,11,0,36.711,-122.399,4.01767686805554
06105,1,2005-03-02 15:43:26,c1,11,0,36.797,-121.849,4.1477141612632
06105,2,2005-03-02 16:35:24,mooring0,7,0,36.836,-121.899,3.44921728099982
06105,3,2005-03-02 19:24:41,mooring2,11,0,36.693,-122.38,3.95600706733973
06105,4,2005-03-02 22:29:39,mooring1,11,0,36.767,-122.034,3.39938671005193
09505,2,2005-04-05 15:40:20,mooring0,8,0,36.836,-121.899,4.39323691403273
09505,3,2005-04-05 18:37:51,mooring2,12,0,36.691,-122.393,4.32072396584802
09505,4,2005-04-05 21:05:42,mooring1,12,0,36.751,-122.029,3.07863392133011
11805,1,2005-04-28 14:50:36,c1,11,0,36.797,-121.847,5.79070184685796
11805,2,2005-04-28 15:50:08,mooring0,8,0,36.837,-121.9,5.76150650794775
11805,3,2005-04-28 18:34:52,mooring2,11,0,36.711,-122.396,5.08012282988331
11805,4,2005-04-28 21:29:17,mooring1,11,0,36.765,-122.036,5.79708529560863
13705,1,2005-05-17 14:41:48,c1,11,0,36.797,-121.849,4.78528451698374
13705,2,2005-05-17 15:29:55,mooring0,8,0,36.835,-121.898,4.35446487501471
13705,3,2005-05-17 18:29:50,mooring2,11,0,36.688,-122.382,2.5637346199666
13705,4,2005-05-17 21:34:24,mooring1,11,0,36.76,-122.024,4.80287630780467
16005,1,2005-06-09 14:43:56,c1,11,0,36.797,-121.846,5.70124475403199
16005,2,2005-06-09 15:35:42,mooring0,8,0,36.834,-121.897,6.63844464938618
16005,3,2005-06-09 18:32:46,mooring2,11,0,36.686,-122.398,6.09645136369901
17905,1,2005-06-28 14:36:53,c1,11,0,36.797,-121.847,5.49560062840251
17905,2,2005-06-28 15:29:29,mooring0,8,0,36.836,-121.896,5.63890386013788
17905,3,2005-06-28 18:31:00,mooring2,11,0,36.701,-122.401,3.65157659869524
17905,4,2005-06-28 21:04:49,mooring1,11,0,36.759,-122.029,5.51748982349374
S305,1,2005-07-07 19:06:45,C1,11,0,36.797,-121.847,5.33118255104739
S305,2,2005-07-07 21:21:09,H3,11,0,36.735,-122.02,4.60393295092835
S305,5,2005-07-08 03:18:18,67-55,11,0,36.626,-122.419,3.07887021680897
20105,1,2005-07-20 14:41:07,c1,11,0,36.797,-121.847,4.5985707676513
20105,2,2005-07-20 15:36:19,mooring0,7,0,36.834,-121.898,3.78155947353145
20105,3,2005-07-20 18:29:01,mooring2,11,0,36.706,-122.405,5.29596013044876
20105,4,2005-07-20 21:00:30,mooring1,11,0,36.762,-122.032,5.55419791864502
22205,1,2005-08-10 14:38:53,c1,11,0,36.798,-121.847,5.2923706045571
22205,2,2005-08-10 15:28:53,mooring0,7,0,36.834,-121.898,5.08100294281046
22205,3,2005-08-10 18:29:07,mooring2,11,0,36.697,-122.405,2.94171221228278
22205,4,2005-08-10 20:59:08,mooring1,11,0,36.758,-122.035,4.62024519490205
24305,1,2005-08-31 14:46:40,c1,11,0,36.796,-121.847,5.33280264482219
24305,2,2005-08-31 15:38:41,mooring0,7,0,36.833,-121.898,5.91272555214826
24305,3,2005-08-31 18:35:39,mooring2,11,0,36.687,-122.389,4.43968988772773
24305,4,2005-08-31 21:10:07,mooring1,11,0,36.765,-122.026,5.15462499991521
26405,1,2005-09-21 14:44:01,c1,11,0,36.797,-121.847,5.26358788430137
26405,2,2005-09-21 15:34:28,mooring0,7,0,36.833,-121.898,4.82772562840016
26405,3,2005-09-21 18:18:45,mooring2,11,0,36.691,-122.379,3.9266029200333
26405,4,2005-09-21 21:01:01,mooring1,11,0,36.753,-122.03,3.85764046000399
28505,1,2005-10-12 14:51:33,C1,11,0,36.797,-121.847,5.26742589039095
28505,2,2005-10-12 15:35:42,mooring0,7,0,36.834,-121.898,4.90447211565008
28505,3,2005-10-12 18:24:44,mooring2,11,0,36.693,-122.388,5.92372269009743
28505,4,2005-10-12 21:26:08,mooring1,11,0,36.757,-122.027,5.19118689099048
S405,1,2005-10-25 16:49:09,C1,12,0,36.795,-121.846,5.72100761314553
S405,2,2005-10-25 18:45:55,H3,12,0,36.736,-122.02,5.91852015811335
S405,4,2005-10-25 23:37:50,67-55,12,0,36.627,-122.419,4.98924462292561
33305,1,2005-11-29 15:38:58,c1,11,0,36.797,-121.85,5.32331220663381
33305,2,2005-11-29 16:38:23,mooring0,7,0,36.835,-121.898,5.75865129140506
33305,3,2005-11-29 17:55:51,mooring1,11,0,36.765,-122.035,5.51798622811368
35505,1,2005-12-21 16:36:25,mooring1,11,0,36.758,-122.04,5.08464146154425
35505,2,2005-12-21 18:15:29,mooring0,7,0,36.835,-121.898,6.31138271269147
35505,3,2005-12-21 18:55:20,c1,11,0,36.796,-121.848,4.26792662397191
01006,1,2006-01-10 15:35:00,c1,11,0,36.796,-121.848,4.49004642008754
01006,2,2006-01-10 16:19:22,mooring0,7,0,36.834,-121.898,4.88511246335124
01006,3,2006-01-10 20:03:14,mooring2,11,0,36.681,-122.386,3.97055946266333
01006,4,2006-01-10 22:09:59,mooring1,11,0,36.747,-122.025,4.6673787761934
03306,1,2006-02-02 15:37:44,c1,11,0,36.798,-121.846,4.72583514491145
03306,2,2006-02-02 16:32:37,mooring0,7,0,36.834,-121.897,4.66482275904759
03306,3,2006-02-02 19:28:14,mooring2,11,0,36.687,-122.386,4.35331149819627
03306,4,2006-02-02 22:33:40,mooring1,11,0,36.751,-122.025,3.96213798687759
07306,1,2006-03-14 15:40:34,c1,11,0,36.796,-121.847,3.70499416193616
07306,2,2006-03-14 16:49:45,mooring0,7,0,36.834,-121.896,2.8719213126563
07306,3,2006-03-14 19:51:24,mooring2,11,0,36.693,-122.391,2.78654253834159
07306,4,2006-03-14 22:24:30,mooring1,11,0,36.755,-122.024,3.2350745541535
08906,1,2006-03-30 23:48:03,mooring1,12,0,36.765,-122.029,3.11751512150755
10706,1,2006-04-17 14:46:43,c1,11,0,36.795,-121.849,4.21685833103473
10706,2,2006-04-17 15:33:13,mooring0,7,0,36.834,-121.897,4.27281664986326
10706,3,2006-04-17 18:34:13,mooring2,11,0,36.702,-122.413,3.12963565323275
10706,4,2006-04-17 21:53:07,mooring1,11,0,36.747,-122.025,3.63946623338507
13006,1,2006-05-10 14:36:16,c1,11,0,36.797,-121.849,5.47529047921344
13006,2,2006-05-10 15:25:59,mooring0,7,0,36.834,-121.897,5.86952233122803
13006,3,2006-05-10 18:22:13,mooring2,11,0,36.698,-122.377,3.42497429057101
13006,4,2006-05-10 20:50:06,mooring1,11,0,36.75,-122.021,3.93244885024864
15806,1,2006-06-07 14:38:38,c1,11,0,36.796,-121.847,6.23907671129235
15806,2,2006-06-07 15:33:30,mooring0,7,0,36.834,-121.898,6.68439511795974
15806,3,2006-06-07 19:00:00,Mooring2,11,0,36.698,-122.377,7.35948999573962
15806,4,2006-06-07 20:55:08,mooring1,11,0,36.746,-122.026,5.46442051305896
S306,1,2006-06-28 13:10:43,C1,12,0,36.797,-121.847,4.51278667032123
S306,2,2006-06-28 15:22:20,H3,12,0,36.735,-122.019,5.07289977531388
S306,4,2006-06-28 19:53:17,67-55,12,0,36.627,-122.419,4.26153557468971
20006,1,2006-07-19 14:44:04,C1,11,0,36.796,-121.847,5.19435558331887
20006,2,2006-07-19 15:30:10,mooring0,7,0,36.834,-121.898,5.09529071299481
20006,3,2006-07-19 18:22:07,mooring2,11,0,36.714,-122.389,3.39411569896728
20006,4,2006-07-19 20:44:10,mooring1,11,0,36.755,-122.024,4.00198116139673
22906,2,2006-08-17 15:32:33,mooring0,7,0,36.833,-121.902,5.88704813564351
22906,3,2006-08-17 18:28:16,mooring2,11,0,36.694,-122.383,3.45585641724947
22906,4,2006-08-17 20:48:30,mooring1,11,0,36.76,-122.028,5.66775173718268
MB06-2,45,2006-09-12 04:10:00,H3,12,0,36.735,-122.02,3.80538458470846
MB06-2,50,2006-09-12 13:41:07,67-55,12,0,36.627,-122.418,4.35282756072236
MB06-2,64,2006-09-13 16:46:04,NPS2,12,0,36.544,-122.598,4.5084984246522
27006,1,2006-09-27 14:36:57,c1,11,0,36.797,-121.847,5.56074518668813
27006,2,2006-09-27 15:25:26,mooring0,7,0,36.832,-121.901,5.00316167605627
